RP Type,Property Reference      ,UPRN                    ,Parish                          ,Account Holder 1                                          ,Account Holder 2                                          ,Liable From  ,Property Name 1                                ,Property Name 2                                ,Address 1                                      ,Address 2                                      ,Address 3            ,Address 4            ,Post Code     ,Rateable Value,VO Code,Property Description                                      ,Charity,Discretionary,Mandatory,Disc Char Amt,Mand Char Amt,Charity Relief From,Rural,Disc Rural   ,Mand Rural   ,Disc Rural Amt,Mand Rural Amt,Rural From,SBRR,SBRR Amount,SBRR From ,S44,S44 Amount,S44 From  ,S49,S49 Amount,S49 Percent,S49 From  ,Local Discount,Local Amount,RHL,RHL Amount,RHL From,SSB,SSB Amount,SSB From,Transitional,Transitional Amount,Transitional From,Transitional To,Empty,Empty Amount,Empty From,Exempt,Exempt Amount,Exempt From,Exempt To  ,Exempt Type,Unnamed: 59,Latitude,Longitude
C,1.00404E+11,10070637321,ARDINGLY,1ST ARDINGLY SCOUTS,,1995-04-01 00:00:00,,,SCOUT HUT,HOLMANS,ARDINGLY,HAYWARDS HEATH WEST SUSSEX,RH17 6UQ,2275,LC3,HALL AND PREMISES,Y,20,80,0,-908.18,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.030000,-0.120000
C,1.00603E+11,10070638747,BALCOMBE,1ST BALCOMBE SCOUT GROUP,,1995-04-01 00:00:00,,,SCOUT HUT,LONDON ROAD,BALCOMBE,HAYWARDS HEATH WEST SUSSEX,RH17 6HS,1950,LC3,HALL AND PREMISES,Y,0,80,0,-778.44,2020-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.030000,-0.120000
C,1.01047E+11,10070639014,BURGESS HILL,1ST BURGESS HILL SCOUT GROUP,,1995-04-01 00:00:00,SCOUT CENTRE R/O 94/98,,SCOUT CENTRE R/O 94/98,STATION ROAD,BURGESS HILL,WEST SUSSEX,RH15 9EN,5800,LC3,HALL AND PREMISES,Y,20,80,0,-2315.36,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.04802E+11,10070640218,WORTH,1ST COPTHORNE SCOUTS GROUP,,1995-04-01 00:00:00,,,SCOUT HUT ADJ HUMPHREYS FIELD,BORERS ARMS ROAD,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3LJ,8100,CW3,STORE AND PREMISES,Y,20,80,0,-2218.93,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-1268.24,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.115000,-0.160000
C,1.04802E+11,10070640218,WORTH,1ST COPTHORNE SCOUTS GROUP,,1995-04-01 00:00:00,,,1ST COPTHORNE SCOUT GROUP,BORERS ARMS ROAD,COPTHORNE,CRAWLEY WEST SUSSEX,RH10 3LJ,5400,LC3,HALL AND PREMISES,Y,20,80,0,-1901.94,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-317.18,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.115000,-0.160000
C,1.01409E+11,1.00063E+11,CUCKFIELD,1ST CUCKFIELD SCOUTS,,1995-04-01 00:00:00,,,SCOUT HEADQUARTERS,STOCKLANDS CLOSE,CUCKFIELD,HAYWARDS HEATH WEST SUSSEX,RH17 5HH,1700,LC3,HALL AND PREMISES,Y,20,80,0,-662.79,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-19.81,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.020000,-0.130000
C,1.01841E+11,10070634493,EAST GRINSTEAD,1ST EAST GRINSTEAD SCOUT GROUP,,1995-04-01 00:00:00,,,100 MOAT ROAD,EAST GRINSTEAD,WEST SUSSEX,,RH19 3LW,5300,LC3,HALL AND PREMISES,Y,20,80,0,-2115.76,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.015000
C,1.02806E+11,10070639949,HASSOCKS,1ST HASSOCKS SCOUTS,,2000-04-01 00:00:00,SCOUT HEADQUARTERS,,SCOUT HEADQUARTERS,PARKLANDS ROAD,CLAYTON. HASSOCKS,WEST SUSSEX,BN6 8JY,3850,LC3,HALL AND PREMISES,Y,0,80,0,-1536.92,2018-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.900000,-0.180000
C,10222060716Z,10094498002,HAYWARDS HEATH,1ST HAYWARDS HEATH SCOUT GROUP,,1995-04-01 00:00:00,,,SCOUT HEADQUARTERS,FRANKLANDS VILLAGE,HAYWARDS HEATH,WEST SUSSEX,RH16 3RS,7000,LC3,HALL AND PREMISES,Y,20,80,0,-2794.4,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.995000,-0.090000
C,1.02641E+11,1.00062E+11,HURSTPIERPOINT,1ST HURSTPIERPOINT SCOUT GROUP,,1995-04-01 00:00:00,,,SCOUTS HEADQUARTERS,BROWN TWINS ROAD,HURSTPIERPOINT,HASSOCKS WEST SUSSEX,BN6 9XT,6900,LC3,HALL AND PREMISES,Y,20,80,0,-2754.48,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.920000,-0.150000
C,1.03005E+11,10090016142,LINDFIELD,1ST LINDFIELD SCOUT GROUP,,1995-04-01 00:00:00,SCOUT HUT,,SCOUT HUT,EASTERN ROAD,LINDFIELD,HAYWARDS HEATH WEST SUSSEX,RH16 3LR,1700,LC3,HALL AND PREMISES,Y,20,80,0,-678.64,1995-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.995000,-0.090000
C,10482220700Z,1.00063E+11,WORTH,1ST TURNERS HILL AND CRAWLEY,DOWN SCOUT GROUP,2006-11-01 00:00:00,SCOUT HEADQUARTERS,,SCOUT HEADQUARTERS,SPINNEY CLOSE. CRAWLEY DOWN,CRAWLEY,WEST SUSSEX,RH10 4PF,2800,LC3,HALL AND PREMISES,Y,20,80,0,-749.25,2006-11-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,Y,-460.64,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.120000,-0.150000
C,10224820042B,10090016782,HAYWARDS HEATH,3 F INTERNATIONAL LTD,,2017-08-04 00:00:00,,,REAR SUITE. 1ST FLR 42 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LA,14000,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-2328.67,2017-08-04 00:00:00,,0,,,0,0,,Y,-102.43,N,0,,Y,-102.43,2023-04-01 00:00:00,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,1.01062E+11,10070639100,BURGESS HILL,3 STEP DESIGNS LTD,,2015-07-09 00:00:00,,,UNIT B3 BURGESS HILL TRADE CENTRE,YORK ROAD,BURGESS HILL,WEST SUSSEX,RH19 9AD,45500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-9081.8,Y,-9081.8,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.116700,-0.016700
C,10102340046X,10070638874,BURGESS HILL,327 CARS LTD,,2017-04-01 00:00:00,R/O 46 JUNCTION ROAD,,R/O 46 JUNCTION ROAD,BURGESS HILL,WEST SUSSEX,,RH15 0JN,10000,CW1,LAND,N,0,0,0,0,,N,0,0,0,0,,Y,-4990,2017-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.950000,-0.130000
C,1.03601E+11,10095670799,POYNINGS,3N GROUP LTD,T/A DEMOLITION PAINTBALL,2020-02-01 00:00:00,,,PAINTBALL SITE,STONESTAPLES WOOD,BRIGHTON ROAD WOODMANCOTE,WEST SUSSEX,BN45 7AW,6400,LX,PAINT BALL SITE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3193.6,2020-02-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.890000,-0.200000
C,1.03005E+11,10095671138,LINDFIELD,4 CARTERS LIMITED,,2023-04-01 00:00:00,,,CAR PARKING SPACE 4-6 DENMANS LANE,HAYWARDS HEATH,WEST SUSSEX,,RH16 2LB,600,CP1,Car Parking Space and Premises,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.010000,-0.060000
C,10400380724Z,10070637950,SLAUGHAM,4FRONT CAR SALES LIMITED,,2009-05-01 00:00:00,,,4 FRONT CAR SALES,LONDON ROAD. HANDCROSS,HAYWARDS HEATH,WEST SUSSEX,RH17 6BA,86000,CG3,CAR SHOWROOM AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-19092,Y,-19092,2023-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.030000,-0.120000
C,10100810079Z,10070623777,BURGESS HILL,4JRIN LIMITED,T/A SHRUNKEN TERRA,2021-07-15 00:00:00,79-81 CHURCH WALK,,79-81 CHURCH WALK,BURGESS HILL,WEST SUSSEX,,RH15 9BQ,18300,LX,CHILDRENS ADVENTURE CENTRE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3652.68,Y,-3652.68,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.04603E+11,10070640182,WEST HOATHLY,4TH DIMENSION LTD,,2024-04-12 00:00:00,,,BLACKLAND FARM,GRINSTEAD LANE,SHARPTHORNE,EAST GRINSTEAD WEST SUSSEX,RH19 4HP,91800,CC,CAMPING SITE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-20379.6,Y,-20379.6,2024-04-12 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.110000,-0.010000
C,1.01019E+11,1.00063E+11,BURGESS HILL,5TH BURGESS HILL SCOUT GROUP,,1995-04-01 00:00:00,SCOUTS BUILDING,,SCOUTS BUILDING,GORDON ROAD,BURGESS HILL,WEST SUSSEX,RH15 0PX,4450,LC3,HALL AND PREMISES,Y,0,80,0,-1776.44,2016-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.950000,-0.130000
C,1.0221E+11,10090944840,HAYWARDS HEATH,717BROS LTD,,2025-10-01 00:00:00,,,UNIT 22,JOHN DE MIERRE HOUSE,20 BRIDGE ROAD,HAYWARDS HEATH. WEST SUSSEX,RH16 1UA,10250,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-2550.37,2025-10-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.005000,-0.080000
C,1.02248E+11,1.00062E+11,HAYWARDS HEATH,7TH GENERATION(8) LTD,,2022-05-16 00:00:00,,,105 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LR,17500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3493,Y,-3493,2022-05-16 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,10182980012Z,10070625709,EAST GRINSTEAD,7TH HEAVEN SALON LIMITED,,2009-09-23 00:00:00,12 KING STREET,,12 KING STREET,EAST GRINSTEAD,WEST SUSSEX,,RH19 3DJ,17750,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3542.9,Y,-3542.9,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.015000
C,1.01043E+11,10070638998,BURGESS HILL,8TH BURGESS HILL (ST EDWARDS),SCOUT GROUP,1995-04-01 00:00:00,,,8TH BURGESS HILL SCOUT GROUP,SCOUT HALL,ROYAL GEORGE ROAD,BURGESS HILL WEST SUSSEX,RH15 9TD,1675,LC3,HALL AND PREMISES,Y,0,80,0,-668.66,2020-04-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.00804E+11,10070638758,BOLNEY,A CONSTANTI CARS LIMITED,,2019-03-01 00:00:00,,,UNIT 4 THE OLD WORKS,LONDON ROAD,BOLNEY,HAYWARDS HEATH WEST SUSSEX,RH17 5PY,6300,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-2485.49,2019-03-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,Y,-658.21,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.020000,-0.130000
C,1.03206E+11,10095667920,LINDFIELD RURAL,A G PUSEY ASSOCIATES,,2020-04-22 00:00:00,,,SOUTH SIDE AWBROOK CLINIC,LEWES ROAD,SCAYNES HILL,HAYWARDS HEATH WEST SUSSEX,RH17 7TB,17000,MH,SURGERY AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5643.42,N,0,,Y,-5643.42,2023-04-01 00:00:00,N,0,,,N,0,,N,0,,,,,51.040000,-0.110000
C,10020150770Z,10090941222,ALBOURNE,A JUPP & SON LTD,,2013-06-01 00:00:00,,,UNIT 8A VALLEY FARM,REEDS LANE,SAYERS COMMON,HASSOCKS. WEST SUSSEX,BN6 9JQ,11500,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5738.5,2013-06-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.920000,-0.150000
C,10482140747Z,10070640272,WORTH,A K DOORS & GATES LTD.,,2003-09-01 00:00:00,UNIT B4 THE OAKS,,UNIT B4 THE OAKS,SHIPLEY BRIDGE LANE,HORLEY,SURREY,RH6 9TL,9300,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-4106.46,2005-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,Y,-534.24,2025-04-01 00:00:00,2026-04-01 00:00:00,N,0,,N,0,,,,,51.150000,-0.190000
C,1.02403E+11,10093413625,HORSTED KEYNES,A P INSTALLATIONS LIMITED,,2017-02-01 00:00:00,,,UNITS A2 TO A6,HORSTED KEYNES BUSINESS PARK,HORSTED KEYNES HAYWARDS HEATH,WEST SUSSEX,RH17 7BA,60500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.040000,-0.110000
C,10440280799X,,TWINEHAM,A TO Z GLAZING SOLUTIONS LTD,,2022-04-01 00:00:00,,,UNIT 3 WINTERPICK BUSINESS PARK,HURSTPIERPOINT ROAD,NEAR HENFIELD HASSOCKS,WEST SUSSEX,BN5 9BJ,14500,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.910000,-0.240000
C,10440280127A,10093414661,TWINEHAM,A TO Z GLAZING SOLUTIONS LTD,,2018-05-14 00:00:00,,,UNIT 27 WINTERPICK BUSINESS PARK,HURSTPIERPOINT ROAD,HENFIELD HASSOCKS,WEST SUSSEX,BN5 9BJ,13000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.910000,-0.240000
C,10185000096Z,1.00062E+11,EAST GRINSTEAD,A TO Z REFURB SPECIALIST LTD,,2021-06-18 00:00:00,96 RAILWAY APPROACH,,96 RAILWAY APPROACH,EAST GRINSTEAD,WEST SUSSEX,,RH19 1BP,3650,CS,SHOP,N,0,0,0,0,,N,0,0,0,0,,Y,-1821.35,2021-06-18 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.125000,-0.035000
C,10482180777Y,10070633061,WORTH,A W WHEADON LTD,,2007-09-17 00:00:00,,,THE YARD,SNOWHILL,CRAWLEY DOWN,CRAWLEY WEST SUSSEX,RH10 3EG,63000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-13986,Y,-13986,2023-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.160000
C,1.01022E+11,10095667739,BURGESS HILL,A&E AUTOS LTD,,2024-02-01 00:00:00,,,THE GARAGE UNIT 1,1 JANES LANE,BURGESS HILL,WEST SUSSEX,RH15 0QJ,15500,CG1O,VEHICLE REPAIR WORKSHOP. OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5934.5,N,0,,Y,-5934.5,2024-02-01 00:00:00,N,0,,,N,0,,N,0,,,,,50.950000,-0.130000
C,1.02248E+11,1.00062E+11,HAYWARDS HEATH,A&J BARBERS LIMITED,,2015-04-09 00:00:00,,,3 SOUTH ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4LE,12000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-5988,2015-04-09 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,1.02251E+11,10070639680,HAYWARDS HEATH,A.H BROADBRIDGES & SON LTD,,1999-01-21 00:00:00,SHOP 4 2/,,SHOP 4 2/,8 SUSSEX ROAD,HAYWARDS HEATH,WEST SUSSEX,RH16 4EA,25000,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-4990,Y,-4990,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
C,1.01031E+11,10070624338,BURGESS HILL,A.N COROPRATION LIMITED,T/A ARCH BROW BAR,2018-06-04 00:00:00,34 MARKET PLACE,,34 MARKET PLACE,BURGESS HILL,WEST SUSSEX,,RH15 9NP,3350,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1671.65,2018-06-04 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.04003E+11,10070640091,SLAUGHAM,A.S.D.R.LTD,,2016-05-03 00:00:00,,,MID SUSSEX HOUSE,HIGH STREET,HANDCROSS,HAYWARDS HEATH WEST SUSSEX,RH17 6BW,18250,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-3642.7,Y,-3642.7,2022-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.030000,-0.120000
P,1.00805E+11,10070622342,BOLNEY,A1 CAR SEARCH LTD,,2014-09-15 00:00:00,,,UNIT 22,BOLNEY GRANGE BUSINESS PARK,BOLNEY HAYWARDS HEATH,WEST SUSSEX,RH17 5PB,25750,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,Y,-5139.7,Y,-5139.7,2024-04-01 00:00:00,N,0,,N,0,,,N,0,,N,0,,,,,51.020000,-0.130000
C,1.04002E+11,10095669792,SLAUGHAM,ABI INTERIORS INTERNATIONAL LTD,,2025-04-17 00:00:00,,,4 FOREST PARK WAY,PEASE POTTAGE,CRAWLEY,WEST SUSSEX,RH11 9ZG,134000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.095000,-0.240000
C,10182850001C,1.00062E+11,EAST GRINSTEAD,ABOUT ROOFING SUPPLIES LTD,,2007-05-16 00:00:00,UNIT,,UNIT,1C INDEPENDENT BUSINESS PARK,IMBERHORNE LANE,EAST GRINSTEAD WEST SUSSEX,RH19 1TU,31250,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.125000,-0.035000
C,1.044E+11,10070640153,TWINEHAM,,,1998-12-06 00:00:00,SITE OFFICE HILLMANS FARM,,SITE OFFICE HILLMANS FARM,BOLNEY CHAPEL ROAD. TWINEHAM.,HAYWARDS HEATH,WEST SUSSEX,RH17 5NN,1775,CO,OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-885.73,2010-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.020000,-0.130000
C,10104740706A,10090017964,BURGESS HILL,ACCELERATED SYSTEMS LTD,,2015-04-01 00:00:00,,,GND FLR GREENACRE COURT,STATION ROAD,BURGESS HILL,WEST SUSSEX,RH15 9DS,5900,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-2944.1,2015-05-25 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.02254E+11,10070621843,HAYWARDS HEATH,ACCESSORIZE STORES LTD,,2020-07-23 00:00:00,,,12 THE ORCHARDS,HAYWARDS HEATH,WEST SUSSEX,,RH16 3TH,24500,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.995000,-0.090000
C,10482180771X,1.00062E+11,WORTH,ACE AUTO AND MOTS LTD,,2020-05-01 00:00:00,UNIT 6 SILVERWOOD,,UNIT 6 SILVERWOOD,SNOW HILL.CRAWLEY DOWN,CRAWLEY,WEST SUSSEX,RH10 3EN,11000,IF3,WORKSHOP,N,0,0,0,0,,N,0,0,0,0,,Y,-5489,2020-05-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.160000
C,10420750065B,10090941892,TURNERS HILL,ACK AVIATION LTD,,2019-08-07 00:00:00,,,UNIT 65 ROWFANT BUSINESS CENTRE,WALLAGE LANE,ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,14750,IF3,WORKSHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,1.04208E+11,10070622613,TURNERS HILL,ACK AVIATION LTD,,2023-01-31 00:00:00,,,UNIT 44 ROWFANT BUSINESS CENTRE,WALLAGE LANE,ROWFANT,CRAWLEY WEST SUSSEX,RH10 4NQ,13000,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,1.04208E+11,10070640141,TURNERS HILL,ACK AVIATION LTD,,2013-11-11 00:00:00,,,UNIT 48 ROWFANT BUSINESS CENTRE,WALLAGE LANE,ROWFANT,CRAWLEY WEST SUSSEX,RH10 4NQ,13750,CW,WAREHOUSE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,10420750065A,10090941891,TURNERS HILL,ACK AVIATION LTD,,2019-08-07 00:00:00,,,UNIT 64 ROWFANT BUSINESS CENTRE,WALLAGE LANE,ROWFANT,CRAWLEY. WEST SUSSEX,RH10 4NQ,12500,IF4,BUSINESS UNIT AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.120000,-0.150000
C,1.01E+11,1.00063E+11,BURGESS HILL,ACORA LIMITED,,1999-06-11 00:00:00,,,ACORA HOUSE,16 ALBERT DRIVE,BURGESS HILL,WEST SUSSEX,RH15 9TN,128000,IFO,FACTORY. OFFICE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.930000,-0.150000
C,1.0504E+11,1.00062E+11,ASHURST WOOD,ACORN THERAPY CLINICS LTD,,2009-09-01 00:00:00,,,66 MAYPOLE ROAD,ASHURST WOOD,EAST GRINSTEAD,WEST SUSSEX,RH19 3QY,6300,CS,SHOP AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3143.7,2010-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.015000
C,10225100022Y,1.00062E+11,HAYWARDS HEATH,ACTION FOR DEAFNESS,,2013-01-01 00:00:00,,,22-24 SUSSEX ROAD,HAYWARDS HEATH,WEST SUSSEX,,RH16 4EA,26000,CS,SHOP AND PREMISES,Y,0,80,0,-10379.2,2013-01-01 00:00:00,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.990000,-0.100000
P,1.04808E+11,10090015764,WORTH,ACUTE GARDENING SERVICES LTD,,2009-04-01 00:00:00,,,STORE AT FIRS FARM,COPTHORNE COMMON,COPTHORNE. CRAWLEY,WEST SUSSEX,RH10 3LF,6400,CW3,STORE AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-3193.6,2009-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,51.115000,-0.160000
C,1.02805E+11,10070635329,HASSOCKS,ADASTRA BOWLING CLUB,,1995-04-01 00:00:00,,,BOWLING GREEN ADASTRA GRD,KEYMER ROAD,HASSOCKS,WEST SUSSEX,BN6 8QH,3850,LX,BOWLING CLUB & PREMISES,N,0,0,0,0,,N,0,0,0,0,,Y,-1921.15,2006-04-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.900000,-0.180000
C,10224170035J,10090941454,HAYWARDS HEATH,ADDACTIVE LTD,,2021-06-14 00:00:00,,,FOURTH FLOOR FRONT OAKFIELD HOUSE,35 PERRYMOUNT ROAD,HAYWARDS HEATH,WEST SUSSEX,RH16 3BW,27250,CO,OFFICES AND PREMISES,N,0,0,0,0,,N,0,0,0,0,,N,0,,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.995000,-0.090000
C,1.02622E+11,10095671613,HURSTPIERPOINT,ADDED BYTES LIMITED,,2023-09-30 00:00:00,,,UNIT 11 BRIDGERS BUSINESS BARNS,LANGTON LANE,HURSTPIERPOINT,HASSOCKS WEST SUSSEX,BN6 9HA,7200,CW,Warehouse and Premises,N,0,0,0,0,,N,0,0,0,0,,Y,-3592.8,2023-10-01 00:00:00,,0,,,0,0,,N,0,N,0,,N,0,,N,0,,,N,0,,N,0,,,,,50.920000,-0.150000
